,Time ,Free Energy 
0,0,-0.010820702273744175
1,1,-0.0048602092963180256
2,2,-0.022000401526671175
3,3,-0.030478478596996886
4,4,-0.03639458506092938
5,5,-0.04128117367935557
6,6,-0.04553435491587236
7,7,-0.04928085244487196
8,8,-0.05258755486058353
9,9,-0.05550953805651132
10,10,-0.05809833614760384
11,11,-0.06040166051067584
12,12,-0.06246224979829567
13,13,-0.06431734564091875
14,14,-0.06599878866240477
15,15,-0.06753347937570345
16,16,-0.06894399229555476
17,17,-0.0702492135774633
18,18,-0.07146493528394202
19,19,-0.0726043783052427
20,20,-0.07367863743897882
21,21,-0.07469705276203475
22,22,-0.07566751588362199
23,23,-0.07659672085490138
24,24,-0.07749036910867357
25,25,-0.07835333673359143
26,26,-0.07918981112917492
27,27,-0.08000340287054258
28,28,-0.08079723753175214
29,29,-0.08157403130211884
30,30,-0.082336153476347
31,31,-0.08308567828858852
32,32,-0.08382442807043546
33,33,-0.08455400932173354
34,34,-0.08527584297181362
35,35,-0.08599118986114926
36,36,-0.08670117227638309
37,37,-0.08740679221454026
38,38,-0.08810894692666917
39,39,-0.08880844219049695
40,40,-0.08950600368075606
41,41,-0.09020228674054823
42,42,-0.09089788480425748
43,43,-0.09159333667958908
44,44,-0.09228913286131202
45,45,-0.09298572102065492
46,46,-0.09368351079081179
47,47,-0.0943828779496671
48,48,-0.09508416808486941
49,49,-0.09578769981313992
50,50,-0.09649376761469446
51,51,-0.097202644334481
52,52,-0.09791458339426175
53,53,-0.0986298207531347
54,54,-0.09934857664868055
55,55,-0.10007105714635942
56,56,-0.10079745552092689
57,57,-0.1015279534903705
58,58,-0.10226272232009215
59,59,-0.1030019238126964
60,60,-0.10374571119672575
61,61,-0.10449422992595526
62,62,-0.10524761839937655
63,63,-0.10600600861072632
64,64,-0.10676952673531565
65,65,-0.10753829366096795
66,66,-0.1083124254690519
67,67,-0.10909203387088362
68,68,-0.10987722660415362
69,69,-0.11066810779349451
70,70,-0.11146477827883573
71,71,-0.1122673359147803
72,72,-0.11307587584387804
73,73,-0.11389049074635481
74,74,-0.11471127106857835
75,75,-0.11553830523229816
76,76,-0.11637167982647985
77,77,-0.11721147978336512
78,78,-0.11805778854021907
79,79,-0.11891068818807757
80,80,-0.11977025960867448
81,81,-0.12063658260061141
82,82,-0.12150973599572634
83,83,-0.12238979776652574
84,84,-0.1232768451254592
85,85,-0.12417095461674313
86,86,-0.12507220220137139
87,87,-0.125980663335892
88,88,-0.12689641304547497
89,89,-0.12781952599174753
90,90,-0.12875007653583115
91,91,-0.12968813879697338
92,92,-0.13063378670713427
93,93,-0.13158709406185465
94,94,-0.1325481345677042
95,95,-0.1335169818865823
96,96,-0.13449370967712032
97,97,-0.1354783916334134
98,98,-0.13647110152128955
99,99,-0.13747191321230723
100,100,-0.13848090071565639
101,101,-0.13949813820812268
102,102,-0.140523700062263
103,103,-0.14155766087292646
104,104,-0.14260009548224584
105,105,-0.1436510790032132
106,106,-0.14471068684194494
107,107,-0.14577899471873296
108,108,-0.14685607868797101
109,109,-0.14794201515703861
110,110,-0.14903688090421768
111,111,-0.15014075309571245
112,112,-0.15125370930183668
113,113,-0.15237582751242784
114,114,-0.15350718615154374
115,115,-0.15464786409149148
116,116,-0.1557979406662372
117,117,-0.1569574956842389
118,118,-0.1581266094407433
119,119,-0.15930536272958412
120,120,-0.16049383685451618
121,121,-0.1616921136401171
122,122,-0.16290027544228716
123,123,-0.16411840515837406
124,124,-0.16534658623694848
125,125,-0.16658490268725412
126,126,-0.1678334390883548
127,127,-0.1690922805979978
128,128,-0.1703615129612141
129,129,-0.17164122251867175
130,130,-0.17293149621479953
131,131,-0.17423242160569619
132,132,-0.17554408686683926
133,133,-0.17686658080060624
134,134,-0.1781999928436215
135,135,-0.1795444130739391
136,136,-0.18089993221807296
137,137,-0.18226664165788403
138,138,-0.18364463343733345
139,139,-0.18503400026911043
140,140,-0.18643483554114307
141,141,-0.18784723332299874
142,142,-0.18927128837218193
143,143,-0.190707096140335
144,144,-0.19215475277934835
145,145,-0.19361435514738576
146,146,-0.1950860008148289
147,147,-0.19656978807014763
148,148,-0.19806581592569822
149,149,-0.19957418412345612
150,150,-0.20109499314068494
151,151,-0.2026283441955462
152,152,-0.20417433925265363
153,153,-0.20573308102857338
154,154,-0.2073046729972749
155,155,-0.20888921939553368
156,156,-0.21048682522828863
157,157,-0.2120975962739568
158,158,-0.2137216390897066
159,159,-0.21535906101669192
160,160,-0.21700997018524892
161,161,-0.21867447552005645
162,162,-0.22035268674526226
163,163,-0.22204471438957554
164,164,-0.2237506697913276
165,165,-0.2254706651035011
166,166,-0.22720481329872955
167,167,-0.22895322817426644
168,168,-0.23071602435692692
169,169,-0.2324933173080002
170,170,-0.23428522332813545
171,171,-0.23609185956219958
172,172,-0.2379133440041091
173,173,-0.239749795501635
174,174,-0.24160133376118165
175,175,-0.24346807935253947
176,176,-0.24535015371361166
177,177,-0.24724767915511467
178,178,-0.24916077886525312
179,179,-0.25108957691436795
180,180,-0.2530341982595589
181,181,-0.2549947687492795
182,182,-0.2569714151279068
183,183,-0.2589642650402821
184,184,-0.26097344703622577
185,185,-0.2629990905750236
